GENEID	Length
FBGN0001222	2910
FBGN0003044	4384
FBGN0265297	4303
FBGN0083054	137
FBGN0083053	143
FBGN0086600	146
FBGN0062440	701
FBGN0034304	3315
FBGN0000057	2291
FBGN0022238	2402
FBGN0034307	2054
FBGN0034308	3360
FBGN0034310	2146
FBGN0260392	899
FBGN0260401	871
FBGN0027836	2969
FBGN0266854	506
FBGN0034312	2057
FBGN0034313	3491
FBGN0034314	1674
FBGN0034315	1601
FBGN0053958	2676
FBGN0034317	867
FBGN0034318	677
FBGN0050114	1224
FBGN0266640	1165
FBGN0266849	1801
FBGN0266850	3734
FBGN0000658	3551
FBGN0265593	637
FBGN0265594	500
FBGN0266420	1571
FBGN0053198	1181
FBGN0010575	11326
FBGN0034321	2798
FBGN0034322	788
FBGN0034323	607
FBGN0034324	549
FBGN0034325	675
FBGN0034326	627
FBGN0034327	1033
FBGN0040737	177
FBGN0261700	542
FBGN0262838	390
FBGN0034328	468
FBGN0034329	361
FBGN0034330	281
FBGN0034331	711
FBGN0025583	367
FBGN0040736	769
FBGN0040735	383
FBGN0040734	218
FBGN0040733	198
FBGN0064237	1495
FBGN0063499	1134
FBGN0034335	831
FBGN0063498	890
FBGN0063497	755
FBGN0263770	452
FBGN0263771	276
FBGN0063496	839
FBGN0063495	734
FBGN0063494	751
FBGN0063493	765
FBGN0063492	1122
FBGN0063491	788
FBGN0013983	1518
FBGN0027835	6962
FBGN0034345	2420
FBGN0034346	3594
FBGN0050118	2871
FBGN0261477	3081
FBGN0034350	2533
FBGN0050120	2533
FBGN0261119	1757
FBGN0034351	1453
FBGN0034352	1726
FBGN0028496	8105
FBGN0034354	943
FBGN0262476	5055
FBGN0034356	3516
FBGN0003067	2486
FBGN0266488	2486
FBGN0085419	4909
FBGN0050115	6958
FBGN0261587	818
FBGN0034360	1166
FBGN0034361	691
FBGN0034362	783
FBGN0034363	2136
FBGN0034364	1348
FBGN0034366	2395
FBGN0034365	1273
FBGN0266671	2405
FBGN0000566	1478
FBGN0034368	2106
FBGN0050122	4623
FBGN0050227	72
FBGN0011868	71
FBGN0262595	543
FBGN0034371	2023
FBGN0259202	2507
FBGN0034372	2507
FBGN0053136	1250
FBGN0023214	1454
FBGN0265626	5259
FBGN0265627	5259
FBGN0265625	2491
FBGN0262102	945
FBGN0262103	6768
FBGN0034377	761
FBGN0034379	2054
FBGN0034380	2418
FBGN0062961	503
FBGN0053147	5724
FBGN0263522	119
FBGN0034381	1867
FBGN0053998	589
FBGN0050121	2299
FBGN0034382	989
FBGN0034383	1073
FBGN0034387	1782
FBGN0259682	2417
FBGN0034389	4898
FBGN0050229	82
FBGN0264679	1494
FBGN0034390	1310
FBGN0034391	5546
FBGN0034392	1896
FBGN0010651	3288
FBGN0265661	1601
FBGN0034394	3675
FBGN0263337	704
FBGN0010551	1889
FBGN0034396	3221
FBGN0034397	1932
FBGN0034398	953
FBGN0034399	669
FBGN0034400	8544
FBGN0034401	3403
FBGN0034402	1120
FBGN0034403	1077
FBGN0010053	1486
FBGN0034405	1926
FBGN0034406	1576
FBGN0262479	416
FBGN0262480	502
FBGN0262481	514
FBGN0004240	496
FBGN0034407	449
FBGN0262569	261
FBGN0034408	5165
FBGN0086022	109
FBGN0028669	2935
FBGN0014269	1597
FBGN0041702	1118
FBGN0267351	4357
FBGN0034411	1589
FBGN0265356	6152
FBGN0263473	147
FBGN0263116	4026
FBGN0263083	242
FBGN0034413	777
FBGN0034415	641
FBGN0034416	1536
FBGN0004168	5019
FBGN0050125	1812
FBGN0034417	3391
FBGN0027535	3608
FBGN0034418	2859
FBGN0034419	1772
FBGN0000578	6075
FBGN0263290	740
FBGN0034420	4805
FBGN0263395	5143
FBGN0034422	1270
FBGN0010434	6043
FBGN0004003	1319
FBGN0053454	522
FBGN0053453	618
FBGN0265614	789
FBGN0034423	2332
FBGN0003254	4665
FBGN0034425	2289
FBGN0034426	669
FBGN0034427	1273
FBGN0034428	1013
FBGN0034429	744
FBGN0013954	633
FBGN0034430	1092
FBGN0086358	3976
FBGN0034432	2274
FBGN0034433	2431
FBGN0264753	7035
FBGN0054045	581
FBGN0034435	3245
FBGN0034436	3896
FBGN0034437	2768
FBGN0034438	3189
FBGN0034439	3330
FBGN0034440	2824
FBGN0034441	2738
FBGN0034442	1718
FBGN0261439	2750
FBGN0034443	497
FBGN0267587	350
FBGN0263391	11366
FBGN0263378	1567
FBGN0263464	136
FBGN0028981	82
FBGN0050225	73
FBGN0050326	73
FBGN0012051	3440
FBGN0020440	5619
FBGN0040273	3460
FBGN0013325	1017
FBGN0082987	130
FBGN0034446	709
FBGN0266711	654
FBGN0003887	1869
FBGN0034447	2585
FBGN0002716	2300
FBGN0260934	12693
FBGN0034451	1166
FBGN0034452	4322
FBGN0026378	1923
FBGN0261456	2804
FBGN0034454	1070
FBGN0040732	979
FBGN0034455	1527
FBGN0265665	688
FBGN0050223	72
FBGN0034456	1436
FBGN0034457	1704
FBGN0034458	1899
FBGN0003435	16635
FBGN0262571	553
FBGN0053535	72
FBGN0262170	340
FBGN0034459	2829
FBGN0265666	601
FBGN0265667	601
FBGN0265696	1401
FBGN0261807	663
FBGN0034460	384
FBGN0263515	108
FBGN0262966	415
FBGN0034461	752
FBGN0034462	987
FBGN0265142	238
FBGN0265143	501
FBGN0265144	300
FBGN0265145	1546
FBGN0034463	1190
FBGN0265697	2203
FBGN0262418	80
FBGN0262410	74
FBGN0262464	82
FBGN0262408	69
FBGN0262414	81
FBGN0262443	100
FBGN0262372	69
FBGN0262380	69
FBGN0034464	1250
FBGN0015949	4587
FBGN0028372	2612
FBGN0040730	624
FBGN0085227	532
FBGN0265698	636
FBGN0034467	2011
FBGN0040729	281
FBGN0265699	4982
FBGN0034468	547
FBGN0046880	571
FBGN0046879	972
FBGN0034470	922
FBGN0265702	755
FBGN0034471	532
FBGN0043533	528
FBGN0034472	732
FBGN0050215	74
FBGN0050452	72
FBGN0050218	72
FBGN0011850	72
FBGN0065076	55
FBGN0011849	72
FBGN0011848	72
FBGN0050454	72
FBGN0050220	72
FBGN0050449	72
FBGN0053452	135
FBGN0053451	135
FBGN0053450	135
FBGN0053449	135
FBGN0053448	135
FBGN0053447	135
FBGN0053446	135
FBGN0053445	135
FBGN0053444	135
FBGN0053443	135
FBGN0053442	135
FBGN0053441	135
FBGN0053440	135
FBGN0053439	135
FBGN0053438	135
FBGN0053437	135
FBGN0053436	135
FBGN0053435	135
FBGN0053434	135
FBGN0053433	135
FBGN0053432	135
FBGN0053431	135
FBGN0053430	135
FBGN0053429	135
FBGN0053428	135
FBGN0053427	135
FBGN0053426	135
FBGN0053425	135
FBGN0053424	135
FBGN0053423	135
FBGN0053422	135
FBGN0053421	135
FBGN0053420	135
FBGN0053419	135
FBGN0053418	135
FBGN0053417	135
FBGN0053416	143
FBGN0053415	135
FBGN0053414	135
FBGN0053413	135
FBGN0053412	135
FBGN0053411	135
FBGN0053410	135
FBGN0053409	135
FBGN0053408	135
FBGN0053407	135
FBGN0053406	135
FBGN0053405	134
FBGN0053404	135
FBGN0053403	135
FBGN0053402	135
FBGN0053401	135
FBGN0053400	135
FBGN0053399	135
FBGN0053398	135
FBGN0053397	135
FBGN0053396	135
FBGN0053395	135
FBGN0053394	135
FBGN0053393	135
FBGN0053392	135
FBGN0053391	134
FBGN0053390	135
FBGN0053389	135
FBGN0053388	135
FBGN0053387	135
FBGN0053386	135
FBGN0053385	135
FBGN0053384	135
FBGN0053383	135
FBGN0053382	135
FBGN0053381	135
FBGN0053380	135
FBGN0053379	135
FBGN0053378	135
FBGN0053377	135
FBGN0053376	135
FBGN0053375	135
FBGN0053374	135
FBGN0053373	135
FBGN0053372	135
FBGN0053371	137
FBGN0053370	135
FBGN0053369	135
FBGN0053368	135
FBGN0053367	135
FBGN0053366	135
FBGN0053365	135
FBGN0053364	135
FBGN0053363	144
FBGN0053362	135
FBGN0053361	135
FBGN0053360	135
FBGN0053359	135
FBGN0053358	135
FBGN0053357	135
FBGN0053356	143
FBGN0053355	135
FBGN0053354	135
FBGN0053353	135
FBGN0034473	1260
FBGN0034474	495
FBGN0266766	5443
FBGN0011897	73
FBGN0034475	593
FBGN0034476	6396
FBGN0265762	1174
FBGN0265763	401
FBGN0265764	321
FBGN0043532	1026
FBGN0265653	690
FBGN0034477	2010
FBGN0265765	1201
FBGN0265766	1701
FBGN0265837	351
FBGN0265838	501
FBGN0263340	663
FBGN0261580	1286
FBGN0262824	1281
FBGN0261581	928
FBGN0050447	812
FBGN0034478	554
FBGN0265833	742
FBGN0265834	629
FBGN0034479	3178
FBGN0050212	73
FBGN0053538	73
FBGN0034480	1325
FBGN0265839	551
FBGN0265840	201
FBGN0265841	601
FBGN0265842	701
FBGN0265843	1549
FBGN0265844	501
FBGN0004364	5422
FBGN0265845	201
FBGN0265846	176
FBGN0265847	352
FBGN0034481	537
FBGN0266764	263
FBGN0034483	1035
FBGN0266972	706
FBGN0011869	71
FBGN0034484	2041
FBGN0011870	71
FBGN0265835	351
FBGN0265836	401
FBGN0034485	2319
FBGN0034486	753
FBGN0034487	2572
FBGN0034488	1984
FBGN0034489	1625
FBGN0034490	1753
FBGN0025720	1796
FBGN0034491	3851
FBGN0005655	1070
FBGN0003114	616
FBGN0010411	612
FBGN0264360	291
FBGN0034493	5102
FBGN0034494	2790
FBGN0034495	1429
FBGN0034496	2708
FBGN0034497	1499
FBGN0034498	5174
FBGN0085228	694
FBGN0034499	1259
FBGN0026136	912
FBGN0265849	451
FBGN0265850	801
FBGN0265851	801
FBGN0265852	401
FBGN0034500	1688
FBGN0034501	3860
FBGN0265853	701
FBGN0034502	1717
FBGN0027529	4552
FBGN0034503	963
FBGN0034504	2972
FBGN0034505	695
FBGN0034506	1951
FBGN0042198	549
FBGN0034507	960
FBGN0086604	5508
FBGN0265854	1400
FBGN0034509	557
FBGN0043534	823
FBGN0043535	558
FBGN0265855	501
FBGN0265856	701
FBGN0265857	301
FBGN0265858	301
FBGN0265859	501
FBGN0265860	201
FBGN0034510	418
FBGN0265861	357
FBGN0034511	515
FBGN0050151	962
FBGN0265862	1103
FBGN0050154	507
FBGN0034512	1530
FBGN0034513	1626
FBGN0034514	440
FBGN0034515	482
FBGN0265863	601
FBGN0050148	1064
FBGN0050145	411
FBGN0043536	1488
FBGN0034517	1488
FBGN0034518	1631
FBGN0034519	1631
FBGN0034520	2030
FBGN0034521	2822
FBGN0265864	375
FBGN0263000	487
FBGN0028622	2059
FBGN0262436	89
FBGN0262402	84
FBGN0262450	66
FBGN0262441	71
FBGN0262211	112
FBGN0262227	96
FBGN0262334	92
FBGN0034523	682
FBGN0267791	2571
FBGN0262370	88
FBGN0050147	3383
FBGN0034527	2075
FBGN0034528	2460
FBGN0034529	4602
FBGN0034530	3135
FBGN0250850	4123
FBGN0034532	1917
FBGN0034534	646
FBGN0034535	752
FBGN0061361	1245
FBGN0061362	1245
FBGN0034537	1584
FBGN0034540	3660
FBGN0034538	1288
FBGN0034539	656
FBGN0050155	72
FBGN0050211	72
FBGN0034541	782
FBGN0034542	2874
FBGN0000615	3290
FBGN0034543	2414
FBGN0041240	1251
FBGN0265870	501
FBGN0034545	834
FBGN0040726	3598
FBGN0265871	501
FBGN0034546	1633
FBGN0085230	1155
FBGN0085231	1091
FBGN0265876	1451
FBGN0034548	1604
FBGN0263848	615
FBGN0263849	1023
FBGN0263850	1239
FBGN0265877	401
FBGN0263741	1023
FBGN0263742	907
FBGN0263760	903
FBGN0263743	676
FBGN0034551	814
FBGN0011674	3887
FBGN0016984	4106
FBGN0265878	966
FBGN0034552	1691
FBGN0034553	1802
FBGN0034554	1294
FBGN0040653	767
FBGN0067905	223
FBGN0050295	3121
FBGN0034558	947
FBGN0015524	3368
FBGN0262690	1495
FBGN0034560	1098
FBGN0020617	3267
FBGN0000044	1724
FBGN0065059	96
FBGN0053704	723
FBGN0008636	1798
FBGN0034563	766
FBGN0083951	418
FBGN0034564	474
FBGN0034565	1152
FBGN0034566	3072
FBGN0034567	2547
FBGN0034568	3486
FBGN0034569	1809
FBGN0261394	973
FBGN0034570	7429
FBGN0050291	1655
FBGN0001133	1894
FBGN0034572	2998
FBGN0034573	1853
FBGN0050296	2938
FBGN0034576	712
FBGN0266641	689
FBGN0003391	6400
FBGN0034577	1918
FBGN0034578	711
FBGN0034579	682
FBGN0034580	1448
FBGN0050293	1648
FBGN0022700	1473
FBGN0034582	1161
FBGN0265914	1186
FBGN0034583	1160
FBGN0265915	1147
FBGN0003748	4369
FBGN0034585	2319
FBGN0085425	4420
FBGN0011824	957
FBGN0015721	2523
FBGN0034588	2312
FBGN0020312	3572
FBGN0002736	1103
FBGN0034590	5198
FBGN0034592	732
FBGN0021872	2142
FBGN0026582	1347
FBGN0034595	617
FBGN0050389	5067
FBGN0050206	72
FBGN0011871	71
FBGN0050208	72
FBGN0034598	4662
FBGN0034599	1081
FBGN0261067	588
FBGN0261850	2797
FBGN0003162	2152
FBGN0034601	821
FBGN0053539	72
FBGN0050209	72
FBGN0011872	71
FBGN0003891	8830
FBGN0034602	1630
FBGN0265191	4135
FBGN0265180	2299
FBGN0027073	1754
FBGN0034605	1899
FBGN0034606	5044
FBGN0085426	4659
FBGN0050391	1538
FBGN0050393	1216
FBGN0085232	535
FBGN0034611	2814
FBGN0034612	4426
FBGN0050392	1141
FBGN0050390	1177
FBGN0016726	389
FBGN0034614	1131
FBGN0261554	7929
FBGN0265937	936
FBGN0266642	752
FBGN0034617	1987
FBGN0034618	5491
FBGN0250824	2168
FBGN0050394	3055
FBGN0020306	13020
FBGN0086023	106
FBGN0082972	132
FBGN0082971	141
FBGN0086669	144
FBGN0086024	109
FBGN0082963	150
FBGN0082970	133
FBGN0083018	138
FBGN0082969	132
FBGN0083017	133
FBGN0082968	132
FBGN0083016	138
FBGN0086025	107
FBGN0083046	159
FBGN0083045	155
FBGN0086026	74
FBGN0065102	35
FBGN0034622	2947
FBGN0034623	883
FBGN0034624	1033
FBGN0000395	4329
FBGN0034626	1100
FBGN0034627	1613
FBGN0034628	2552
FBGN0034629	2252
FBGN0010415	4202
FBGN0026369	4621
FBGN0010470	1800
FBGN0034631	2753
FBGN0043070	4600
FBGN0034634	2179
FBGN0050288	965
FBGN0050289	1164
FBGN0003731	6947
FBGN0265938	601
FBGN0050286	967
FBGN0050287	955
FBGN0069056	879
FBGN0260477	822
FBGN0034636	2758
FBGN0050222	1648
FBGN0053225	1095
FBGN0266643	592
FBGN0034638	2112
FBGN0262888	718
FBGN0034639	1143
FBGN0042180	2937
FBGN0000326	1844
FBGN0016641	5069
FBGN0034641	5346
FBGN0260720	2463
FBGN0034642	1809
FBGN0034643	3322
FBGN0034644	4426
FBGN0050284	1180
FBGN0264327	871
FBGN0034645	606
FBGN0034646	1189
FBGN0034647	1846
FBGN0265961	702
FBGN0259708	1930
FBGN0259709	1930
FBGN0259710	640
FBGN0259711	908
FBGN0259725	2320
FBGN0259727	2259
FBGN0259726	2320
FBGN0034649	2320
FBGN0034650	1235
FBGN0034651	1146
FBGN0050263	6868
FBGN0034654	853
FBGN0003687	1387
FBGN0050285	575
FBGN0034655	1362
FBGN0260223	691
FBGN0027360	762
FBGN0260222	1206
FBGN0050290	1206
FBGN0266346	3399
FBGN0010228	1604
FBGN0004362	1965
FBGN0265962	551
FBGN0050403	1268
FBGN0050404	1881
FBGN0050398	1029
FBGN0034657	2915
FBGN0265963	701
FBGN0034658	569
FBGN0264715	1000
FBGN0264714	701
FBGN0264716	300
FBGN0050395	2870
FBGN0034659	1201
FBGN0034660	1729
FBGN0085233	486
FBGN0042098	1179
FBGN0034661	1510
FBGN0046297	889
FBGN0034662	9183
FBGN0054040	980
FBGN0034663	687
FBGN0034664	788
FBGN0034665	1194
FBGN0050407	72
FBGN0050406	72
FBGN0034666	1115
FBGN0034667	1990
FBGN0085397	5249
FBGN0025573	1182
FBGN0263999	1508
FBGN0034670	898
FBGN0263324	423
FBGN0034671	604
FBGN0085398	1806
FBGN0054029	460
FBGN0034674	2785
FBGN0041237	1239
FBGN0041238	1406
FBGN0041239	1188
FBGN0050401	1258
FBGN0085399	4425
FBGN0034681	823
FBGN0005778	1279
FBGN0034683	1215
FBGN0034684	1692
FBGN0265192	2451
FBGN0265184	1490
FBGN0034687	1562
FBGN0034688	1776
FBGN0034689	1597
FBGN0067102	3394
FBGN0034691	4764
FBGN0034692	1755
FBGN0263250	1138
FBGN0265046	491
FBGN0034693	3773
FBGN0034694	2412
FBGN0243516	5242
FBGN0050280	1110
FBGN0050281	1007
FBGN0002715	1703
FBGN0034697	2721
FBGN0029147	1876
FBGN0085234	960
FBGN0000008	5414
FBGN0034700	401
FBGN0029084	1313
FBGN0085235	857
FBGN0034703	1663
FBGN0034704	2392
FBGN0266644	1705
FBGN0034705	1223
FBGN0034706	1664
FBGN0034707	2755
FBGN0034708	3369
FBGN0034709	2171
FBGN0086027	106
FBGN0266925	1427
FBGN0034710	1713
FBGN0034711	1762
FBGN0034712	2182
FBGN0034713	1280
FBGN0025186	3008
FBGN0050278	1164
FBGN0050277	2163
FBGN0034715	2090
FBGN0034716	3138
FBGN0265976	501
FBGN0020307	4933
FBGN0263341	679
FBGN0034717	3378
FBGN0034718	3391
FBGN0265979	534
FBGN0013272	4916
FBGN0265977	1742
FBGN0085236	526
FBGN0017482	1959
FBGN0016053	1212
FBGN0085237	380
FBGN0034720	5669
FBGN0034721	569
FBGN0265980	942
FBGN0034722	3161
FBGN0266866	745
FBGN0025878	1977
FBGN0034723	2977
FBGN0265978	447
FBGN0034724	1303
FBGN0265981	301
FBGN0034725	1652
FBGN0053200	759
FBGN0022984	1729
FBGN0034726	740
FBGN0022986	2713
FBGN0022985	3206
FBGN0266645	602
FBGN0034727	1440
FBGN0034728	4072
FBGN0034729	1190
FBGN0034730	1710
FBGN0034731	3849
FBGN0266432	2820
FBGN0266433	857
FBGN0034733	3995
FBGN0034734	8425
FBGN0034735	2099
FBGN0003175	10746
FBGN0034736	1955
FBGN0034737	765
FBGN0260866	3553
FBGN0034739	1077
FBGN0266867	640
FBGN0034741	1783
FBGN0034742	4704
FBGN0034743	754
FBGN0086028	67
FBGN0083005	136
FBGN0083004	141
FBGN0083003	136
FBGN0082925	135
FBGN0034744	899
FBGN0034745	3781
FBGN0053143	5674
FBGN0034748	1924
FBGN0019949	1476
FBGN0026261	981
FBGN0034750	1262
FBGN0261596	646
FBGN0040091	1864
FBGN0034753	1177
FBGN0050195	575
FBGN0085475	350
FBGN0085474	527
FBGN0034755	692
FBGN0034740	2523
FBGN0034756	1759
FBGN0050196	496
FBGN0263030	1366
FBGN0263031	1229
FBGN0266806	862
FBGN0260767	2577
FBGN0034759	2577
FBGN0034758	2577
FBGN0260768	873
FBGN0034761	655
FBGN0262141	438
FBGN0266807	481
FBGN0262142	337
FBGN0050269	1234
FBGN0050273	1234
FBGN0040658	1319
FBGN0034763	2242
FBGN0265982	501
FBGN0020257	4033
FBGN0265983	301
FBGN0265984	801
FBGN0265985	1401
FBGN0005631	6791
FBGN0050259	1771
FBGN0034766	1011
FBGN0034768	689
FBGN0034769	691
FBGN0034770	729
FBGN0263992	682
FBGN0050275	4010
FBGN0050268	3761
FBGN0028371	10434
FBGN0259145	8101
FBGN0034774	678
FBGN0050267	1494
FBGN0034776	1569
FBGN0061435	573
FBGN0011211	2252
FBGN0000405	3047
FBGN0086408	4559
FBGN0050271	2550
FBGN0259179	2332
FBGN0050274	2879
FBGN0050272	1699
FBGN0050265	1771
FBGN0034782	1647
FBGN0034783	1543
FBGN0034784	2096
FBGN0034785	1569
FBGN0034786	5665
FBGN0010078	542
FBGN0001263	2331
FBGN0004896	2228
FBGN0034788	1918
FBGN0267025	595
FBGN0034789	3556
FBGN0034791	888
FBGN0034792	2943
FBGN0034793	1067
FBGN0034794	1116
FBGN0034795	4682
FBGN0034796	1183
FBGN0034797	5866
FBGN0050187	1606
FBGN0010660	5334
FBGN0261564	4472
FBGN0034800	1773
FBGN0034802	2509
FBGN0034803	986
FBGN0034804	1770
FBGN0261584	2918
FBGN0052835	1223
FBGN0266007	201
FBGN0052834	1752
FBGN0052833	1062
FBGN0263551	109
FBGN0003900	2388
FBGN0261706	1114
FBGN0034807	920
FBGN0034808	2043
FBGN0261705	3453
FBGN0265187	2963
FBGN0265188	468
FBGN0010622	1174
FBGN0034814	1460
FBGN0261363	2228
FBGN0021979	2411
FBGN0050201	82
FBGN0050202	82
FBGN0003062	1318
FBGN0065073	140
FBGN0034816	1755
FBGN0034817	2230
FBGN0263707	336
FBGN0045483	1104
FBGN0045482	1101
FBGN0034819	388
FBGN0034820	989
FBGN0034821	1384
FBGN0034822	422
FBGN0261614	488
FBGN0041235	1194
FBGN0041236	1173
FBGN0266008	977
FBGN0266009	677
FBGN0034824	2120
FBGN0265648	474
FBGN0265649	401
FBGN0034825	1209
FBGN0050192	373
FBGN0034826	1262
FBGN0034827	2499
FBGN0262843	455
FBGN0034829	2988
FBGN0034828	505
FBGN0085400	5760
FBGN0034833	1103
FBGN0034834	1410
FBGN0034835	1302
FBGN0040063	1249
FBGN0034837	1232
FBGN0034838	1219
FBGN0034839	528
FBGN0003009	3915
FBGN0034840	1206
FBGN0034841	1532
FBGN0266010	701
FBGN0034842	1107
FBGN0263084	338
FBGN0050412	1160
FBGN0050416	1852
FBGN0034844	2848
FBGN0050417	843
FBGN0050413	526
FBGN0046253	3171
FBGN0034846	1134
FBGN0085239	565
FBGN0050409	899
FBGN0050410	1259
FBGN0034849	948
FBGN0034850	730
FBGN0265053	484
FBGN0085452	533
FBGN0085453	915
FBGN0003977	5867
FBGN0034853	4537
FBGN0034854	5084
FBGN0040660	637
FBGN0041712	1751
FBGN0034856	1341
FBGN0266011	695
FBGN0050414	1094
FBGN0250838	929
FBGN0034858	2174
FBGN0028497	3698
FBGN0034859	3990
FBGN0034860	1574
FBGN0050411	1237
FBGN0034861	1445
FBGN0026384	1140
FBGN0264339	5891
FBGN0034863	695
FBGN0034865	1499
FBGN0034866	1399
FBGN0034867	436
FBGN0264336	502
FBGN0264337	400
FBGN0034869	1052
FBGN0034870	870
FBGN0264338	698
FBGN0034871	849
FBGN0015372	1648
FBGN0261786	3845
FBGN0000241	2738
FBGN0050181	1608
FBGN0041233	1200
FBGN0041234	1221
FBGN0050185	739
FBGN0034876	1769
FBGN0034877	593
FBGN0034878	2987
FBGN0010501	1749
FBGN0034879	1137
FBGN0034880	3207
FBGN0015277	3164
FBGN0050184	808
FBGN0015903	3696
FBGN0260762	970
FBGN0260761	1001
FBGN0067903	739
FBGN0260455	739
FBGN0262845	370
FBGN0034882	938
FBGN0034883	1239
FBGN0034884	902
FBGN0034885	1804
FBGN0004795	4477
FBGN0266646	637
FBGN0266377	8459
FBGN0034887	1206
FBGN0265052	2276
FBGN0011296	741
FBGN0262728	2304
FBGN0050183	5461
FBGN0016762	1230
FBGN0034893	783
FBGN0034894	2160
FBGN0013548	2653
FBGN0011297	1704
FBGN0002174	2070
FBGN0266865	771
FBGN0034897	4760
FBGN0034898	1139
FBGN0266864	628
FBGN0263543	109
FBGN0000562	4515
FBGN0034899	918
FBGN0083941	574
FBGN0034900	580
FBGN0034901	581
FBGN0034902	703
FBGN0034903	5550
FBGN0034904	614
FBGN0050177	1529
FBGN0034906	531
FBGN0034907	1334
FBGN0010278	2507
FBGN0034908	2163
FBGN0028411	540
FBGN0034909	2106
FBGN0266042	2349
FBGN0034911	6361
FBGN0034910	1035
FBGN0086659	154
FBGN0266040	201
FBGN0003401	1694
FBGN0034913	1212
FBGN0034914	1586
FBGN0021895	2209
FBGN0034915	1056
FBGN0267590	1171
FBGN0024234	1686
FBGN0004581	4159
FBGN0034918	983
FBGN0025790	3222
FBGN0025335	1992
FBGN0034919	774
FBGN0025352	1593
FBGN0011236	3070
FBGN0020372	2433
FBGN0025336	1626
FBGN0025334	942
FBGN0034920	920
FBGN0034921	1513
FBGN0262619	2386
FBGN0034923	1809
FBGN0034924	1875
FBGN0034925	1239
FBGN0263667	4608
FBGN0034928	1348
FBGN0015268	1582
FBGN0267588	1309
FBGN0261794	4946
FBGN0266041	402
FBGN0263006	8264
FBGN0034931	1325
FBGN0034933	2566
FBGN0023477	1116
FBGN0001123	2112
FBGN0034935	1490
FBGN0034936	1354
FBGN0034937	1450
FBGN0034938	1340
FBGN0034939	2035
FBGN0034940	1071
FBGN0029105	3007
FBGN0034942	917
FBGN0034943	1454
FBGN0020764	1842
FBGN0085242	518
FBGN0003008	823
FBGN0034945	1070
FBGN0034946	1929
FBGN0002791	2555
FBGN0034948	1597
FBGN0005612	3579
FBGN0019948	1603
FBGN0050178	694
FBGN0034950	3184
FBGN0034951	2113
FBGN0262435	61
FBGN0053519	13261
FBGN0034956	1748
FBGN0034957	2284
FBGN0034958	1767
FBGN0034959	1639
FBGN0266889	1680
FBGN0022708	1065
FBGN0011695	1160
FBGN0061198	584
FBGN0034961	1239
FBGN0050172	756
FBGN0013764	2246
FBGN0034962	2479
FBGN0034963	1082
FBGN0034964	6401
FBGN0011726	735
FBGN0028552	1117
FBGN0003353	3278
FBGN0034965	1770
FBGN0034966	2123
FBGN0034967	807
FBGN0266049	359
FBGN0034968	1154
FBGN0023170	288
FBGN0025806	1278
FBGN0034970	1525
FBGN0034971	2278
FBGN0259209	2839
FBGN0034972	1963
FBGN0034973	500
FBGN0034974	3203
FBGN0086129	4309
FBGN0023081	5108
FBGN0034975	7406
FBGN0034976	6115
FBGN0041706	1788
FBGN0034978	2911
FBGN0264297	2959
FBGN0264299	2959
FBGN0264298	2959
FBGN0041582	4407
FBGN0021875	1306
FBGN0034982	2539
FBGN0266073	499
FBGN0019643	1887
FBGN0260775	1472
FBGN0260770	1472
FBGN0015544	1825
FBGN0034985	5451
FBGN0034986	713
FBGN0259937	3412
FBGN0026169	140
FBGN0082935	84
FBGN0082934	83
FBGN0082933	83
FBGN0082932	83
FBGN0261973	98
FBGN0261974	91
FBGN0266083	7287
FBGN0034988	1530
FBGN0034989	3956
FBGN0034990	4562
FBGN0050419	3812
FBGN0266074	1001
FBGN0050418	2817
FBGN0034994	2151
FBGN0086029	116
FBGN0034996	1882
FBGN0034997	4038
FBGN0034998	1744
FBGN0005636	3502
FBGN0034999	2482
FBGN0263546	101
FBGN0003888	2518
FBGN0266045	1468
FBGN0005638	2786
FBGN0265309	1192
FBGN0004101	4791
FBGN0266047	297
FBGN0266046	1231
FBGN0053537	74
FBGN0035000	855
FBGN0000037	5425
FBGN0266048	1201
FBGN0035001	8230
FBGN0002787	1532
FBGN0010414	3725
FBGN0266438	3221
FBGN0266439	3221
FBGN0259210	4379
FBGN0259729	1177
FBGN0035003	1007
FBGN0035004	1390
FBGN0035005	1340
FBGN0035006	1766
FBGN0035010	3725
FBGN0035007	1515
FBGN0035008	963
FBGN0035009	576
FBGN0035011	525
FBGN0035012	582
FBGN0029501	2455
FBGN0061188	587
FBGN0015300	908
FBGN0017556	1254
FBGN0035014	837
FBGN0019886	4099
FBGN0259185	1774
FBGN0259186	1329
FBGN0259187	1725
FBGN0265154	461
FBGN0035016	3922
FBGN0050169	3291
FBGN0035019	1719
FBGN0035020	1043
FBGN0035021	2863
FBGN0035022	602
FBGN0035023	4686
FBGN0016687	1481
FBGN0035024	3139
FBGN0035025	2351
FBGN0035026	3413
FBGN0035027	2202
FBGN0035028	2395
FBGN0053527	526
FBGN0069913	1497
FBGN0020521	3600
FBGN0035031	975
FBGN0035032	615
FBGN0035033	2218
FBGN0035034	899
FBGN0035035	1099
FBGN0035036	2248
FBGN0259742	1936
FBGN0259707	1001
FBGN0035040	1691
FBGN0035039	2021
FBGN0035041	2896
FBGN0086030	118
FBGN0264328	1952
FBGN0015040	1743
FBGN0035042	994
FBGN0035043	1557
