"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034284","GO:0034284","response to monosaccharide","88/5279","208/16438",0.00120956082314148,0.0181112742576185,0.0150941381133445,"ACVR1C/ADCY5/ADIPOR2/ANGPT2/ATG7/BAD/BAIAP3/BRSK2/CAMK2N1/CASP3/CAT/CDK16/COL6A2/CYBA/EGR1/EIF2B1/EIF2B2/EIF2B4/EIF2B5/ENSA/ENY2/EPHA5/ERN1/FGF21/FIS1/FKBP1B/GAS6/GATA4/GCLC/GIPR/GLUL/GPAM/GRIK5/HIF1A/IGF1R/KCNJ11/KHK/LRP1/MAFA/MAP4K4/MEN1/NAMPT/NDUFAF2/NME1/NME2/NR1D1/NR1H4/OPA1/OXCT1/PCK1/PCK2/PDX1/PFKL/PHPT1/PIH1D1/PIM3/PPARD/PPARGC1A/PPP3CB/PRKAA2/PRKACA/RAB11B/RAC1/RAF1/RHOA/SERPINF1/SESN2/SIDT2/SIN3A/SLC26A6/SLC29A1/SLC39A14/SLC8A1/SLC9B2/SMAD2/SMARCA4/SMARCB1/SOX4/SREBF1/TGFBR2/TRPM4/TXN2/TXNIP/UCP2/UNC13B/VAMP2/XBP1/ZBED6",88
"GO:0036498","GO:0036498","IRE1-mediated unfolded protein response","13/5279","19/16438",0.00126356593622611,0.0188289549006386,0.015692261171553,"BAK1/BAX/BCL2L11/COPS5/DAB2IP/DNAJB9/ERN1/HSPA5/PTPN1/TMEM33/UFL1/VAPB/XBP1",13
"GO:1904292","GO:1904292","regulation of ERAD pathway","13/5279","19/16438",0.00126356593622611,0.0188289549006386,0.015692261171553,"ATXN3/BAG6/BCAP31/CAV1/HERPUD1/RNF185/RNFT2/SGTA/SVIP/USP13/USP14/USP19/USP25",13
"GO:0035372","GO:0035372","protein localization to microtubule","11/5279","15/16438",0.00127143443298881,0.0188555551437742,0.015714430111078,"CHAMP1/DIAPH1/DVL1/GAS2L1/HNRNPU/MAP1A/MAPRE1/MAPRE2/MID1/MID2/TTBK2",11
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","11/5279","15/16438",0.00127143443298881,0.0188555551437742,0.015714430111078,"CCT2/CCT3/CCT5/CCT6A/CCT7/DKC1/NHP2/NOP10/RUVBL1/RUVBL2/SHQ1",11
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","23/5279","41/16438",0.00127636255018104,0.0188834640777381,0.0157376897281461,"ACE/CALM1/CALM2/CALM3/CAV1/EEF2K/EPHA7/IMPACT/IQGAP1/MOB1B/MVP/NBN/PDGFA/PDGFC/RAD50/RAP2A/RAP2B/RAP2C/RASSF2/TNKS1BP1/TOM1L1/VEGFA/VEGFC",23
"GO:0009301","GO:0009301","snRNA transcription","12/5279","17/16438",0.00129091761741292,0.0190080719960634,0.0158415393580763,"CC2D1A/ELL2/LARP7/MEPCE/RPAP2/SNAPC1/SNAPC2/SNAPC3/SNAPC4/USPL1/ZC3H8/ZNF143",12
"GO:1904263","GO:1904263","positive regulation of TORC1 signaling","12/5279","17/16438",0.00129091761741292,0.0190080719960634,0.0158415393580763,"CLEC16A/CTNS/GPR137/GPR137C/OTUD5/PIH1D1/RRAGA/RRAGD/SEC13/SEH1L/TELO2/WAC",12
"GO:0019318","GO:0019318","hexose metabolic process","93/5279","222/16438",0.0013021084268003,0.0190998546149487,0.0159180320170771,"ADIPOR1/AKR1A1/AKR1B1/AKT1/AKT2/ALDOA/ALDOC/ARPP19/ATF3/BAD/BCKDK/BRAT1/CHST1/CRTC2/DCXR/DDB1/DLAT/DYRK2/ENO1/EPM2AIP1/FAM3A/FBP2/FOXK1/FOXK2/FUT1/FUT9/G6PC3/GAA/GALM/GPI/GSK3A/H6PD/HK1/HMGB1/INPP5K/INSR/IRS1/KAT2A/KCNJ11/KCNQ1/KHK/LEPR/MAN2B1/MAN2B2/MAN2C1/MIDN/MTOR/NCOA2/OGT/PASK/PC/PCK1/PCK2/PDHA1/PDK1/PDK2/PDK4/PDX1/PER2/PFKFB4/PFKL/PGM5/PGP/PHLDA2/PMAIP1/PMM2/POFUT1/PPARA/PPARD/PPARGC1A/PPP1CA/PPP1R3B/PPP1R3C/PPP1R3D/PPP1R3E/PTPN2/RORA/SERP1/SESN2/SIRT7/SLC25A1/SLC25A10/SLC25A13/SLC35A2/SLC35B4/SLC37A4/SLC39A14/SORD/TKTL1/TPI1/USP7/WDR5/ZMPSTE24",93
"GO:0150115","GO:0150115","cell-substrate junction organization","47/5279","100/16438",0.00130639431468595,0.0190998546149487,0.0159180320170771,"ABL1/ACTG1/ACTN2/ARHGEF7/BCAS3/BCR/COL17A1/CORO1C/CORO2B/CTTN/DLC1/DST/DUSP3/EPB41L5/EPHA3/FN1/GPM6B/IQGAP1/ITGA6/ITGB1BP1/ITGB4/LAMC1/LIMCH1/LIMS1/LRP1/MACF1/MAP4K4/MAPRE2/PDPK1/PEAK1/PIK3R1/PIP5K1A/PLEC/POLDIP2/PPM1F/PTPN11/PTPRJ/PTPRK/RAB8B/RAC1/RCC2/RHOA/ROCK1/SDC4/SFRP1/VCL/VEGFA",47
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","47/5279","100/16438",0.00130639431468595,0.0190998546149487,0.0159180320170771,"AKT1/ANKIB1/ARIH1/ARIH2/AXIN1/BCAP31/CAV1/CCDC22/CDC20/CHFR/CLU/CSNK1D/DAB2/DDA1/DVL1/FBXW7/FZR1/GBA/GCLC/GSK3A/HECTD1/HERPUD1/HSPA1A/HSPA1B/HSPBP1/KEAP1/MAGEF1/MDM2/NKD2/PLK1/PLK2/PLK3/PRICKLE1/PSMD10/RAD23A/RCHY1/RNF14/RNF144A/SGTA/SIRT2/SIRT6/SOCS4/TRIB2/TRIB3/USP5/VCP/ZER1",47
"GO:0019058","GO:0019058","viral life cycle","121/5279","299/16438",0.00131040986998669,0.0191134841977589,0.0159293910635163,"ADAR/ADARB1/AGTR1/APOBEC3F/APOBEC3G/ARL8B/ATG16L1/ATG16L2/BANF1/BSG/BST2/CAV1/CAV2/CCNK/CD46/CD55/CDC42/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CNOT7/CR2/CTBP1/CTSB/DAG1/DDB1/DDX5/DDX6/DPP4/DYNLT1/EFNB3/EGFR/EIF2AK2/EIF2AK4/EPHA2/F11R/FBXL2/FMR1/FURIN/GAS6/HSP90AB1/HSPA1A/HSPA1B/HSPA8/HTATSF1/HYAL2/IFI16/IFIH1/IFITM1/ILF3/INPP5K/ITGA5/ITGB1/ITGB5/KPNA2/KPNA6/LAMP1/LAMP3/LARP1/LDLR/MAVS/MID2/N4BP1/NCAM1/NFIA/PABPC1/PC/PCBP2/PDE12/PHB/PI4KA/PPARA/PPIA/PPID/PROX1/PTX3/PVR/RAB1B/RAB5A/RAB7A/RAD23A/RPSA/SCARB2/SIVA1/SLC1A5/SLC20A2/SLC3A2/SMARCB1/SNF8/SNX3/SPCS1/SRPK1/SRPK2/STAU1/TARBP2/TFRC/TMEM39A/TOP2A/TPCN2/TRIM13/TRIM14/TRIM25/TRIM28/TRIM5/TRIM59/TRIM6/TRIM8/USP6NL/VAMP8/VAPB/VCP/VPS18/VPS37B/VPS37C/VPS4A/WWP2/YTHDC2/ZC3H12A/ZC3HAV1",121
"GO:0009411","GO:0009411","response to UV","62/5279","139/16438",0.00132571313565972,0.019291304525715,0.0160775885095574,"ACTR5/AKT1/AQP1/ATR/AURKB/BAK1/BAX/BCL3/BRSK1/CASP3/CASP7/CAT/CCND1/CDC25A/CDKN1A/CIRBP/CUL4B/DDB1/DDB2/DTL/EGFR/EIF2AK4/ERCC2/ERCC3/FEN1/FMR1/GPX1/HUS1/HYAL2/HYAL3/IL12A/IMPACT/INO80/MAP3K4/MC1R/MDM2/MEN1/METTL3/MMP2/MSH2/MYC/N4BP1/NFATC4/NOC2L/PARP1/PIK3R1/POLD1/POLH/PPID/PTPRK/RELA/RHBDD1/RPL26/RUVBL2/TP53INP1/TRIAP1/UBE2A/UBE4B/USP28/USP47/XPA/XPC",62
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","19/5279","32/16438",0.00134151507463315,0.0193847364747107,0.0161554557386811,"AKAP9/ARL3/CDK5R1/DCTN1/DRG1/GIT1/HSPA1A/HSPA1B/MAP1B/MAPRE1/MAPT/MECP2/NIN/NUMA1/OCLN/PSRC1/RAC1/SLAIN1/SLAIN2",19
"GO:0045454","GO:0045454","cell redox homeostasis","19/5279","32/16438",0.00134151507463315,0.0193847364747107,0.0161554557386811,"APEX1/DDIT3/DLD/ERP44/GCLC/GIT1/GLRX2/GPX1/GSR/HVCN1/NNT/NQO1/PRDX1/PRDX2/PRDX3/PRDX6/SLC2A10/TXN2/TXNRD1",19
"GO:0050685","GO:0050685","positive regulation of mRNA processing","19/5279","32/16438",0.00134151507463315,0.0193847364747107,0.0161554557386811,"CCNB1/CELF3/CELF4/CIRBP/CPEB1/CPEB3/DAZAP1/HSF1/HSPA8/NCBP1/NCL/NUP98/PAF1/PRDX6/PRPF19/RBM3/RBMX/SF3B4/SNRNP70",19
"GO:0051101","GO:0051101","regulation of DNA binding","52/5279","113/16438",0.00135434135381583,0.0195245629123357,0.0162719886524556,"ACD/BCL3/CALM1/CALM2/CALM3/CEBPG/CPNE1/CSNK2B/CTNNB1/CTNNBIP1/DDIT3/DOT1L/E2F1/EDF1/ERCC2/FBXW7/HAND2/HES1/HJURP/HMGB1/HMGB2/HMOX1/IFI16/JUN/KLF4/LIF/MSX1/MSX2/NME1/NSD1/PARK7/PARP1/PDX1/PER2/POU4F1/POU4F2/PPARG/SIN3A/SIRT2/SKI/SUMO3/TFAP4/TGFB1/TMSB4X/TRAF6/TRIM28/TRIM6/TWIST1/ZBTB7A/ZFP90/ZMPSTE24/ZNF462",52
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","87/5279","206/16438",0.00136924271705057,0.0196460043861945,0.0163731993322255,"ADNP/AGAP2/AIFM1/AKT1S1/ALKBH1/ASCL1/BACE1/BAX/BCL2L1/BCL2L11/BHLHB9/BTG2/CASP2/CASP3/CDC42/CDK5/CDK5R1/CEBPB/CLN3/CNTFR/CPEB4/CRLF1/CTNNB1/CX3CR1/DDIT3/DNAJC5/EPHA7/ERBB3/F2R/FBXW7/FIS1/FOXQ1/GBA/GCLC/GDNF/GPI/GRIK5/GRN/GSK3A/HDAC1/HIF1A/HMOX1/HRAS/HSP90AB1/ITGA1/JUN/KDM2B/LANCL1/LGMN/LIG4/LRP1/MAP2K4/MAP3K11/MDK/MECP2/MEF2C/MSH2/MYB/MYBL2/NAE1/NDNF/NEFL/NFATC4/NONO/NQO1/NR4A2/NRBP2/NTRK2/NUPR1/PARK7/PARP1/PDPK1/POU4F1/PPARGC1A/RASA1/RHOA/SET/SIX1/SIX4/SOD1/SRPK2/STXBP1/SYNGAP1/TFAP2A/TOX3/UNC5B/XRCC2",87
"GO:1901652","GO:1901652","response to peptide","187/5279","485/16438",0.00137154425063,0.0196460043861945,0.0163731993322255,"ABCC2/ACTN2/ACVR1C/ADCY6/ADIPOR1/ADRB2/AGTR1/AGTRAP/AHCYL1/AKR1B1/AKT1/AKT2/ANXA1/APEX1/APP/ARHGEF2/ASS1/BACE1/BAIAP2/BCAR1/BCL2L11/BCL2L2/BRIP1/BSG/BTG1/BTG2/CA2/CACNB1/CAD/CAPN10/CARD9/CAT/CAV1/CAV2/CCNA2/CCND3/CDC6/CDK4/CDK5/CDO1/CHUK/CPEB1/CPEB2/CPS1/CRHR1/CRK/CRY2/CSK/CXCL12/CYBA/CYBB/DAG1/DNM1/EDNRB/EEF2K/EGR1/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EIF4EBP2/EIF6/EPHA4/EPM2AIP1/FBN1/FGF21/FIS1/GAL/GCLC/GDF15/GHR/GJB2/GNAI2/GOT1/GOT2/GPR173/GRB2/GSK3A/HSF1/IGF1R/IGFBP5/INHBB/INPP5K/INSIG1/INSR/IQGAP1/IRS1/IRS4/ITGA4/JAG1/JAK3/KCNQ1/KHK/KLF10/KLF11/KLF4/KLF5/LEPROT/LGMN/LPIN1/LPIN3/LRP1/LRP6/MAP1B/MAX/MBD5/MDM2/MEN1/MMP2/MTOR/MYO1C/MYO5A/NAMPT/NCK1/NCOA5/NEFL/NME2/NOD2/NR4A2/OGT/OPA1/OXTR/PARP1/PCK1/PCK2/PDE3B/PDK2/PDK4/PDPK1/PIK3R1/PIP4K2B/PIP4K2C/PNPLA3/POU4F2/PPARA/PPARG/PPP1R9B/PTPN1/PTPN11/PTPN2/PTPRE/PXN/QDPR/RAB10/RAB13/RAB31/RAB8A/RAB8B/RANGAP1/RELA/RHOQ/RIPK2/RNF40/ROCK1/RPS6KB1/SERPINF1/SESN2/SESN3/SLC27A1/SLC27A4/SLC2A1/SLC2A8/SLC39A14/SMARCC1/SORL1/SORT1/SP1/SREBF1/SRSF6/STAT3/TBC1D4/TGFBR3/TIMELESS/TNFAIP3/TNFSF10/TRIB3/TRIM16/TRPV1/TRPV4/TSC2/UCP2/VAMP2/VIM/XBP1/YWHAG/ZDHHC7/ZFP36L1",187
"GO:0071897","GO:0071897","DNA biosynthetic process","71/5279","163/16438",0.00137227293099245,0.0196460043861945,0.0163731993322255,"ACD/ATR/AURKB/CCT2/CCT3/CCT5/CCT6A/CCT7/CDKN1A/CHRAC1/CHTF8/CTNNB1/DCP2/DKC1/DNAJC2/DTL/EXOSC10/FGF2/GNL3L/HMBOX1/HNRNPD/HNRNPU/HSP90AA1/HSP90AB1/KLF4/LIG1/LIG4/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MEN1/MYC/NAT10/NHP2/NOP10/PARM1/PARN/PARP3/PHB/PIF1/PKIB/POLA1/POLD1/POLDIP2/POLE/POLE4/POLH/POLI/POLM/POLN/POT1/RAD50/RCHY1/REV3L/RFC1/RPA1/SMG5/SMG6/SMOC2/TELO2/TEP1/TERF2IP/TFDP1/TNKS1BP1/TYMS/USP10/VCP/WRNIP1/XRCC5/XRN1",71
"GO:0032970","GO:0032970","regulation of actin filament-based process","147/5279","372/16438",0.0013890597793388,0.0198405105348416,0.0165353029274675,"ABL1/ABL2/ACTG1/ACTN2/ACTR2/ADD1/ADD2/AKAP9/ANK2/ARFIP1/ARFIP2/ARHGAP17/ARHGAP18/ARHGAP35/ARHGDIA/ARHGEF10/ARHGEF19/ARPC1A/ARPC1B/ARPC3/ARPC4/ASAP3/ATP1A1/ATP2A2/BAIAP2/BCAS3/BRK1/BST1/BST2/C9orf72/CACNA1C/CAPG/CAPZA1/CAPZA2/CAPZB/CAV1/CCDC88A/CDC42/CDC42EP2/CDC42EP3/CDK5/CDK5R1/CELSR1/CGNL1/CORO2B/COTL1/CRK/CTTN/CXCL12/CYFIP2/DBN1/DBNL/DLC1/DSC2/DSP/DSTN/EPHA3/EPHA5/EPS8/F11R/FCHSD1/FHOD1/FHOD3/FSCN1/FZD10/GATA4/GMFB/GPM6B/GRB2/HRAS/INPP5K/IQGAP1/IQGAP2/ITGB1BP1/JAM3/KANK3/KCNJ2/LIMCH1/LIMK1/LMOD1/LRP1/MDK/MLST8/MTOR/MYADM/MYH9/MYLK2/MYO1C/NCK1/NEB/NF2/PAK2/PAM/PDE4D/PDGFA/PDGFRA/PDXP/PFN1/PFN2/PHPT1/PICK1/PIK3R1/PKP2/PLEKHH2/PPFIA1/PPM1F/PREX1/PROX1/PXN/RAC1/RANGRF/RAPGEF3/RASA1/RDX/RGS4/RHOA/RHOB/RHOBTB1/RHOBTB3/RHOQ/RICTOR/RND3/ROCK1/RYR2/S1PR1/SCIN/SDC4/SEMA3E/SFRP1/SHANK1/SLIT2/SPIRE2/SPTBN4/SSH3/STC1/STMN1/SYNPO/TMSB4X/TRPM4/TTC8/TWF1/TWF2/VASP/WASF2/WASF3/WDR1/WNT11",147
"GO:0010463","GO:0010463","mesenchymal cell proliferation","22/5279","39/16438",0.00146760383818516,0.0209141981446202,0.0174301261653061,"BMP2/BMP4/CHRD/CTNNB1/CTNNBIP1/DCHS1/DCHS2/FGFR2/GPC3/HAND2/MSX1/MYC/MYCN/NFIB/PDGFA/PRRX1/SHOX2/SIX1/SOX9/TBX1/TGFBR2/WNT11",22
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","30/5279","58/16438",0.00149692226671985,0.0212343732983898,0.0176969637120584,"ADA/AK3/AK4/ALDOA/ATP6V0C/ATP6V1A/DNAJC30/ENO1/ENTPD7/GTPBP1/GUK1/NME1/NME2/NME5/NUDT16/OPA1/PARP1/PPARA/PPARGC1A/RAB23/RAN/RHOA/RHOQ/SAMHD1/SLC25A13/SPHK2/STAT3/TGFB1/TMSB4X/VCP",30
"GO:0090307","GO:0090307","mitotic spindle assembly","30/5279","58/16438",0.00149692226671985,0.0212343732983898,0.0176969637120584,"ARHGEF10/AURKB/BCCIP/CCDC61/CDC20/CHMP1A/CHMP1B/CHMP4B/DRG1/HNRNPU/HSPA1A/HSPA1B/KIF15/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LSM14A/MAP9/MYBL2/PIBF1/PLK1/POLDIP2/RHOA/SMC1A/SMC3/SPICE1/STAG1/WRAP73",30
"GO:0045862","GO:0045862","positive regulation of proteolysis","140/5279","353/16438",0.00150719994771394,0.0213313526846546,0.0177777874149965,"ACER2/ACVR1C/ADAM9/ADRM1/AIFM1/AKIRIN2/AKT1/ANKIB1/ANP32B/APH1A/APP/ARIH1/ARIH2/ATXN3/AURKAIP1/AXIN1/BAD/BAG6/BAK1/BAX/BCAP31/BCL2L11/BID/BTRC/CAPN3/CARD9/CASP2/CAV1/CCDC22/CDC20/CHFR/CLN6/CLU/CSNK1D/CTSC/CTSD/CYFIP2/DAB2/DAB2IP/DAPK1/DDA1/DLC1/DVL1/EFNA1/EIF2AK3/ENO1/EPHA4/F2R/FADD/FAS/FBLN1/FBXW11/FBXW7/FIS1/FMR1/FN1/FURIN/FZR1/GBA/GCLC/GRN/GSK3A/HECTD1/HERPUD1/HIP1/HMGB1/HSF1/HSPA1A/HSPA1B/HSPBP1/HSPE1/IFI16/KEAP1/LGMN/LPCAT3/MAGEF1/MAPT/MBP/MDM2/MTCH1/MYC/MYH9/NCSTN/NKD2/NUPR1/OGT/PACSIN3/PDCD6/PERP/PLK1/PLK2/PLK3/PMAIP1/PPARG/PPM1F/PRELID1/PRICKLE1/PSENEN/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/PSMD14/PSME1/PSME3/RAD23A/RCHY1/RGMA/RHBDD1/RHOA/RIPK2/RNF14/RNF144A/RNF185/RNF40/RNFT2/ROBO1/RPS27L/SART3/SENP1/SGTA/SH3D19/SIRT2/SIRT6/SOCS4/SPON1/STAT3/SYK/TFAP4/TNFSF10/TRIB2/TRIB3/UACA/USP13/USP5/VCP/WDR48/ZC3H12A/ZER1",140
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","18/5279","30/16438",0.00151493888979767,0.0213434231314904,0.0177878470601124,"DHX33/EIF2AK3/ERBB2/HEATR1/MTOR/NCL/NOL11/PIH1D1/POLR2L/POU4F1/PWP1/SIRT7/SMARCA4/SMARCB1/UBTF/UTP15/WDR43/ZMPSTE24",18
"GO:0046825","GO:0046825","regulation of protein export from nucleus","18/5279","30/16438",0.00151493888979767,0.0213434231314904,0.0177878470601124,"ANP32B/BAG3/CDK5/DNAJC27/EMD/GAS6/MDM2/PARK7/PRKACA/PTPN11/RANGAP1/RAPGEF3/RBM22/SFN/SIRT7/XPO1/XPO4/YWHAE",18
"GO:0043967","GO:0043967","histone H4 acetylation","32/5279","63/16438",0.00156474660995068,0.0219951569956559,0.0183310093367656,"ACTL6A/AUTS2/BEND3/BRCA1/CTBP1/DMAP1/HCFC1/ING4/ING5/KANSL3/KAT2A/MCRS1/MEAF6/MORF4L2/MSL2/NAA40/NAA50/NCOA1/OGT/PER1/PIH1D1/RUVBL1/RUVBL2/SMARCB1/TADA3/TAF7/TRIM16/TRRAP/USP22/WDR5/ZMPSTE24/ZZZ3",32
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","80/5279","188/16438",0.00161474986273829,0.0226120018425542,0.0188450947170182,"ACIN1/ACVR1B/ANKRD54/ARNT/ATP6AP1/B2M/BRD1/CA2/CAMK4/CDK6/CEBPB/CSF1/CTNNB1/CTNNBIP1/CTR9/CUL4A/DLL1/EIF6/FADD/FBN1/FBXW7/FOS/GATA2/GPR137/HIF1A/HMGB1/HMGB2/HOXA5/HOXA7/HOXA9/HSF1/HSPA1A/HSPA1B/INHBA/JAG1/JUN/KITLG/KLF10/LIF/MED1/MEF2C/MEIS2/MTOR/MYC/NDFIP1/NME1/NME2/P4HTM/PAF1/PIAS3/PIK3R1/PITHD1/POU4F1/POU4F2/PPARGC1B/PRKCA/PRMT1/PTPN2/PURB/RARG/RASSF2/RBFOX2/RBM15/RIPK1/RUNX1/SCIN/SFRP1/SLC9B2/SMAP1/STAT3/TCTA/TFE3/TGFB1/TMEM64/TRAF6/UBASH3B/WDR61/ZFP36/ZFP36L1/ZFPM1",80
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","40/5279","83/16438",0.00161592463562696,0.0226120018425542,0.0188450947170182,"ABL1/AKAP9/ARHGEF2/ARHGEF7/ARL3/CAMSAP1/CDK5R1/DCTN1/DRG1/EML2/GAS2L1/GIT1/HSPA1A/HSPA1B/INPP5J/KATNB1/MAP1A/MAP1B/MAPRE1/MAPRE2/MAPT/MECP2/MID1/MID1IP1/NIN/NUMA1/OCLN/PSRC1/RAC1/RANGRF/SKA1/SKA3/SLAIN1/SLAIN2/SPAST/STMN1/STMN3/TBCD/TRPV4/TTBK2",40
"GO:1901215","GO:1901215","negative regulation of neuron death","84/5279","199/16438",0.00166760853055811,0.0232826695516435,0.0194040366713589,"ADNP/AGAP2/AKT1/ALKBH1/AP2B1/ATG7/BAX/BCL2L1/BHLHB9/BTG2/CDK5/CEBPB/CHMP4A/CHMP4B/CLN3/CNTFR/CPEB4/CRLF1/CSF1/CTNNB1/CX3CR1/DNAJC5/EIF4G1/ERBB3/F2R/FBXO7/FGF21/FOXQ1/GBA/GCLC/GDNF/GHR/GPI/GRN/HDAC1/HIF1A/HLA-F/HMOX1/HRAS/HSF1/HSP90AB1/INPP5A/KDM2B/LGMN/LIG4/LRP1/MAP2K4/MDK/MECP2/MEF2C/MSH2/NDNF/NEFL/NENF/NFATC4/NONO/NR4A2/NRBP2/NTRK2/PARK7/PDPK1/POU4F1/PPARA/PPARGC1A/PPP5C/RASA1/REL/RHOA/SERPINF1/SET/SIX1/SIX4/SLC23A2/SLC7A11/SOD1/SORL1/STAT3/STXBP1/SYNGAP1/TOX3/TRAF2/UNC5B/VPS35/XRCC2",84
"GO:0014037","GO:0014037","Schwann cell differentiation","21/5279","37/16438",0.0016858931233991,0.0234850594875304,0.0195727107028806,"AKT1/AKT2/ARHGEF10/CDK5/CNTNAP1/DAG1/DICER1/ERBB3/GPC1/ITGB4/LAMB2/MED12/NDRG1/NTRK2/PLEC/POU3F2/PPP3R1/RELA/SIRT2/SKI/SOD1",21
"GO:0006414","GO:0006414","translational elongation","24/5279","44/16438",0.00170317661245997,0.0235669460282129,0.0196409558598532,"ALKBH1/ASCC2/CPEB2/CPEB3/DIO2/DPH1/DPH2/DPH3/DPH5/EEF1A1/EEF1A2/EEF1D/EEF2K/EIF4A3/EIF5A/EIF5AL1/GFM1/GTPBP1/MRPL44/NEMF/RPLP2/SECISBP2/TRNAU1AP/TSFM",24
"GO:0006984","GO:0006984","ER-nucleus signaling pathway","24/5279","44/16438",0.00170317661245997,0.0235669460282129,0.0196409558598532,"ATF6/ATG10/ATP2A2/BCL2L11/BID/DDIT3/EIF2A/EIF2AK3/ERLIN2/FBXW7/HSPA5/INSIG1/LPCAT3/MBTPS2/NCK1/PPP1R15A/PPP1R15B/PTPN1/PTPN2/QRICH1/SREBF1/TMCO1/TMED2/TMEM33",24
"GO:1901985","GO:1901985","positive regulation of protein acetylation","24/5279","44/16438",0.00170317661245997,0.0235669460282129,0.0196409558598532,"ARNTL/AUTS2/BRCA1/BRD7/GLYR1/KAT2A/KAT5/LIF/MAPK3/PAXIP1/PIH1D1/PPARGC1A/PRKAA2/RAPGEF3/RPS6KA4/RPS6KA5/RUVBL2/SMARCB1/SOX4/SPHK2/TADA2A/TADA2B/TERF2IP/WBP2",24
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","112/5279","276/16438",0.0017325193076065,0.0239195705742822,0.0199348370923285,"ACTN2/ADCY6/ADIPOR1/AGTR1/AGTRAP/AHCYL1/AKT1/AKT2/APEX1/ASS1/BAIAP2/BCAR1/BRIP1/CA2/CAPN10/CAV1/CAV2/CCNA2/CCND3/CDC6/CDK4/CPEB1/CPEB2/CPS1/CRHR1/CRK/CSK/CYBA/EEF2K/EIF4EBP2/FBN1/FGF21/GCLC/GDF15/GHR/GJB2/GNAI2/GOT1/GPR173/GRB2/GSK3A/HSF1/IGF1R/INHBB/INPP5K/INSIG1/INSR/IRS1/IRS4/JAK3/LEPROT/LPIN1/LPIN3/MAP1B/MAX/MBD5/MDM2/MEN1/MYO1C/MYO5A/NCK1/NCOA5/NR4A2/OGT/OPA1/PARP1/PCK1/PCK2/PDE3B/PDK2/PDK4/PDPK1/PIK3R1/PIP4K2B/PIP4K2C/PNPLA3/POU4F2/PPARG/PTPN1/PTPN11/PTPN2/PTPRE/PXN/RAB10/RAB13/RAB31/RAB8A/RAB8B/RANGAP1/RELA/RHOQ/ROCK1/RPS6KB1/SESN3/SLC27A1/SLC27A4/SLC2A8/SLC39A14/SMARCC1/SORL1/SP1/SREBF1/STAT3/TBC1D4/TRIB3/TSC2/UCP2/VAMP2/XBP1/YWHAG/ZDHHC7/ZFP36L1",112
"GO:0006893","GO:0006893","Golgi to plasma membrane transport","29/5279","56/16438",0.00174100144381812,0.0239832621116189,0.0199879183304312,"ARFGEF2/ARFRP1/ARL3/BBS2/CCDC22/CCDC93/CLN3/CSK/DNM2/EXOC4/EXOC5/EXOC8/GGA2/GOLPH3/KIF13A/MACF1/NSF/OPTN/OSBPL5/PREPL/RAB10/RAB26/RAB31/RABEP1/RSC1A1/SEC16A/STEAP2/VAMP2/VAMP3",29
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","100/5279","243/16438",0.00175855438812382,0.0241713495609303,0.0201446725100052,"ABL1/ASH1L/BRD4/BST2/BTRC/CANT1/CAPN3/CARD9/CC2D1A/CCDC22/CHUK/CPNE1/CTH/CTNNB1/DAB2IP/DDX1/DDX21/EDA/EDA2R/EEF1D/F2R/FADD/FKBP1A/GOLT1B/HDAC1/HMOX1/HSPB1/IRAK1/IRF3/LURAP1/LURAP1L/MAP3K14/MAP3K3/MAVS/MIB2/MID2/MIER1/MTDH/NDFIP1/NOD2/NR1D1/NR1H4/OPTN/PDPK1/PELI1/PELI2/PER1/PLK2/PPM1A/PPM1B/PPP5C/RBCK1/REL/RELA/RHOA/RIOK3/RIPK1/RIPK2/RNF31/ROR1/RORA/S100A13/SHISA5/SLC20A1/SLC35B2/SPHK2/TAB2/TBK1/TERF2IP/TFRC/TIFA/TIRAP/TLE1/TMEM101/TMEM9B/TNFAIP3/TNFRSF10B/TNFSF10/TNIP2/TRAF2/TRAF3/TRAF4/TRAF5/TRAF6/TRIM13/TRIM14/TRIM25/TRIM5/TRIM52/TRIM59/TRIM6/TRIM8/TSPAN6/UBE2I/UBE2N/UFL1/UNC5CL/USP10/ZC3H12A/ZMYND11",100
